TxFinish,Amount,Type,Service,Category
2023-10-26 08:04:49,253950,Deposit,URA,Taxes
2023-10-26 08:05:32,1500,Deposit,Airtel Money,Mobile Money
2023-10-26 08:09:53,250000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 08:12:01,50000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 08:12:50,10000,Withdraw,Airtel Money,Mobile Money
2023-10-26 08:22:07,10000,Deposit,Airtel Money,Mobile Money
2023-10-26 08:41:28,27000,Deposit,Airtel Money,Mobile Money
2023-10-26 08:43:04,8000,Deposit,Lycamobile,Airtime
2023-10-26 08:49:09,2000,Deposit,UMEME Yaka,Utilities
2023-10-26 08:54:50,1000,Deposit,Airtel Money,Mobile Money
2023-10-26 09:06:45,1000,Deposit,UMEME Yaka,Utilities
2023-10-26 09:10:15,60000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 09:12:48,4300,Deposit,StarTimes TV,TV
2023-10-26 09:14:45,11000,Deposit,Airtel Money,Mobile Money
2023-10-26 09:16:18,5000,Deposit,Airtel Internet,Internet
2023-10-26 09:17:39,11000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 09:19:08,2000,Deposit,Airtel Money,Mobile Money
2023-10-26 09:20:01,500,Deposit,MTN Uganda,Airtime
2023-10-26 09:22:51,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 09:25:56,30000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 09:33:07,110000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 09:35:26,1000,Deposit,Airtel Uganda,Airtime
2023-10-26 09:37:42,5000,Deposit,UMEME Yaka,Utilities
2023-10-26 09:40:49,5000,Deposit,UMEME Yaka,Utilities
2023-10-26 09:46:18,3000,Deposit,Airtel Money,Mobile Money
2023-10-26 09:47:31,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 09:52:46,15000,Deposit,Lycamobile,Airtime
2023-10-26 09:58:19,103500,Deposit,URA,Taxes
2023-10-26 10:00:24,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 10:04:26,40000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 10:06:57,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 10:10:32,8000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 10:12:09,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 10:15:58,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 10:17:05,500,Deposit,MTN Uganda,Airtime
2023-10-26 10:24:43,19000,Withdraw,Airtel Money,Mobile Money
2023-10-26 10:29:52,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 10:34:12,5000,Deposit,UMEME Yaka,Utilities
2023-10-26 10:35:43,48000,Withdraw,Airtel Money,Mobile Money
2023-10-26 10:41:53,10000,Withdraw,Airtel Money,Mobile Money
2023-10-26 10:43:43,37000,Withdraw,Airtel Money,Mobile Money
2023-10-26 10:45:57,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 10:47:03,1000,Deposit,MTN Uganda,Airtime
2023-10-26 10:50:04,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 10:51:16,1000,Deposit,Airtel Internet,Internet
2023-10-26 10:53:00,6000,Deposit,Airtel Money,Mobile Money
2023-10-26 10:54:46,5000,Deposit,UMEME Yaka,Utilities
2023-10-26 10:57:55,60000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 10:59:43,1000,Deposit,Airtel Internet,Internet
2023-10-26 11:05:18,20000,Deposit,Airtel Money,Mobile Money
2023-10-26 11:09:03,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 11:10:26,1000,Deposit,Airtel Internet,Internet
2023-10-26 11:11:47,2500,Deposit,UMEME Yaka,Utilities
2023-10-26 11:52:21,4000,Deposit,UMEME Yaka,Utilities
2023-10-26 11:53:47,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 11:55:30,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 12:05:51,50000,Deposit,UMEME Yaka,Utilities
2023-10-26 12:24:55,1000,Deposit,Airtel Internet,Internet
2023-10-26 12:31:02,52000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 12:41:38,2000,Deposit,MTN Mobile Internet,Internet
2023-10-26 12:45:52,1000,Deposit,Airtel Internet,Internet
2023-10-26 12:48:35,21000,Deposit,Airtel Money,Mobile Money
2023-10-26 12:52:01,2000,Deposit,MTN Uganda,Airtime
2023-10-26 13:00:11,10000,Withdraw,Airtel Money,Mobile Money
2023-10-26 13:25:17,12000,Deposit,UMEME Yaka,Utilities
2023-10-26 13:37:05,1500,Deposit,Lycamobile,Airtime
2023-10-26 13:38:43,145000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 13:40:40,5000,Deposit,UMEME Yaka,Utilities
2023-10-26 13:46:37,1000,Deposit,Airtel Money,Mobile Money
2023-10-26 13:50:19,8000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 13:57:23,55000,Withdraw,Airtel Money,Mobile Money
2023-10-26 13:59:13,1000,Deposit,Airtel Uganda,Airtime
2023-10-26 13:59:55,1000,Deposit,MTN Uganda,Airtime
2023-10-26 14:00:45,6000,Deposit,Airtel Money,Mobile Money
2023-10-26 14:01:21,1000,Deposit,Airtel Internet,Internet
2023-10-26 14:01:59,50000,Withdraw,Airtel Money,Mobile Money
2023-10-26 14:04:33,1500,Deposit,StarTimes TV,TV
2023-10-26 14:05:26,1000,Deposit,Airtel Money,Mobile Money
2023-10-26 14:08:32,60000,Withdraw,Airtel Money,Mobile Money
2023-10-26 14:09:29,3000,Deposit,Airtel Money,Mobile Money
2023-10-26 14:10:55,1000,Deposit,Airtel Internet,Internet
2023-10-26 14:13:23,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 14:14:04,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 14:15:39,500,Deposit,Airtel Internet,Internet
2023-10-26 14:16:34,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 14:18:35,116000,Withdraw,Airtel Money,Mobile Money
2023-10-26 14:25:00,60000,Withdraw,Airtel Money,Mobile Money
2023-10-26 14:26:11,1000,Deposit,MTN Uganda,Airtime
2023-10-26 14:27:39,1000,Deposit,Airtel Uganda,Airtime
2023-10-26 14:31:33,30000,Withdraw,Airtel Money,Mobile Money
2023-10-26 14:32:57,1000,Deposit,Airtel Internet,Internet
2023-10-26 14:33:58,1000,Deposit,Airtel Internet,Internet
2023-10-26 14:35:04,21000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 14:36:47,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 14:39:30,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 15:01:16,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 15:02:15,11000,Deposit,Airtel Money,Mobile Money
2023-10-26 15:03:54,150000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 15:10:48,10000,Withdraw,Airtel Money,Mobile Money
2023-10-26 15:12:21,35000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 15:18:21,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 15:21:50,2000,Deposit,MTN Mobile Internet,Internet
2023-10-26 15:27:28,1000,Deposit,Airtel Money,Mobile Money
2023-10-26 15:33:05,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 15:37:55,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 15:42:15,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 15:43:10,2000,Deposit,Airtel Uganda,Airtime
2023-10-26 15:44:44,15000,Deposit,Lycamobile,Airtime
2023-10-26 15:48:05,2000,Deposit,Airtel Money,Mobile Money
2023-10-26 15:59:35,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 16:01:38,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 16:16:52,1000,Deposit,Airtel Uganda,Airtime
2023-10-26 16:17:16,1000,Deposit,Airtel Uganda,Airtime
2023-10-26 16:18:05,21000,Deposit,Airtel Money,Mobile Money
2023-10-26 16:26:20,21950,Deposit,MOGO,Loans
2023-10-26 16:37:53,12000,Withdraw,Airtel Money,Mobile Money
2023-10-26 16:38:41,10000,Deposit,Lycamobile,Airtime
2023-10-26 16:40:46,5000,Deposit,UMEME Yaka,Utilities
2023-10-26 16:42:32,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 16:51:06,5000,Deposit,Airtel Uganda,Airtime
2023-10-26 16:55:22,310000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 16:57:12,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 16:59:24,5000,Deposit,MTN Uganda,Airtime
2023-10-26 17:03:38,30000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 17:08:33,500,Deposit,Airtel Internet,Internet
2023-10-26 17:31:01,500,Deposit,Airtel Uganda,Airtime
2023-10-26 17:32:29,3000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 17:33:24,1000,Deposit,MTN Uganda,Airtime
2023-10-26 17:35:47,10000,Deposit,Airtel Money,Mobile Money
2023-10-26 17:38:58,7000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 17:40:06,50000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 17:46:00,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 17:48:09,2000,Deposit,UMEME Yaka,Utilities
2023-10-26 17:50:32,1000,Deposit,Airtel Uganda,Airtime
2023-10-26 17:53:19,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 17:53:59,5000,Deposit,MTN Mobile Internet,Internet
2023-10-26 17:54:55,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 17:57:16,1000,Deposit,Airtel Internet,Internet
2023-10-26 18:00:03,1190,Deposit,URA,Taxes
2023-10-26 18:02:16,3000,Deposit,Airtel Money,Mobile Money
2023-10-26 18:05:19,2000,Deposit,UMEME Yaka,Utilities
2023-10-26 18:09:44,1190,Deposit,URA,Taxes
2023-10-26 18:10:49,2000,Deposit,MTN Uganda,Airtime
2023-10-26 18:17:30,253950,Deposit,URA,Taxes
2023-10-26 18:19:56,253950,Deposit,URA,Taxes
2023-10-26 18:20:41,5000,Deposit,Airtel Money,Mobile Money
2023-10-26 18:21:18,15000,Deposit,Lycamobile,Airtime
2023-10-26 18:25:42,1500,Deposit,MTN Uganda,Airtime
2023-10-26 18:26:18,500,Deposit,MTN Mobile Internet,Internet
2023-10-26 18:27:19,250000,Withdraw,Airtel Money,Mobile Money
2023-10-26 18:31:16,20000,Withdraw,Airtel Money,Mobile Money
2023-10-26 18:32:07,20000,Withdraw,Airtel Money,Mobile Money
2023-10-26 18:33:03,1000,Deposit,Airtel Internet,Internet
2023-10-26 18:33:46,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 18:34:59,6000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 18:45:23,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 18:46:21,7000,Deposit,Airtel Money,Mobile Money
2023-10-26 18:47:58,250000,Deposit,Airtel Money,Mobile Money
2023-10-26 18:50:19,53000,Withdraw,Airtel Money,Mobile Money
2023-10-26 18:52:10,1000,Deposit,Airtel Internet,Internet
2023-10-26 18:52:40,2000,Deposit,MTN Mobile Internet,Internet
2023-10-26 18:53:47,2000,Deposit,MTN Mobile Internet,Internet
2023-10-26 18:54:32,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 18:56:50,1500,Deposit,StarTimes TV,TV
2023-10-26 18:57:58,5000,Withdraw,Airtel Money,Mobile Money
2023-10-26 18:59:19,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 19:00:04,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 19:02:49,1000,Deposit,MTN Uganda,Airtime
2023-10-26 19:05:24,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 19:07:41,3000,Deposit,UMEME Yaka,Utilities
2023-10-26 19:10:05,2000,Deposit,Airtel Internet,Internet
2023-10-26 19:11:04,2000,Deposit,MTN Uganda,Airtime
2023-10-26 19:14:26,22000,Withdraw,Airtel Money,Mobile Money
2023-10-26 19:15:25,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 19:16:07,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 19:16:39,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 19:17:11,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 19:17:55,150000,Withdraw,Airtel Money,Mobile Money
2023-10-26 19:22:08,15000,Deposit,UMEME Yaka,Utilities
2023-10-26 19:22:55,8000,Withdraw,Airtel Money,Mobile Money
2023-10-26 19:23:45,2150,Deposit,StarTimes TV,TV
2023-10-26 19:24:46,50000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 19:26:27,1000,Deposit,Airtel Internet,Internet
2023-10-26 19:27:01,2000,Deposit,Airtel Internet,Internet
2023-10-26 19:29:45,2000,Deposit,MTN Mobile Internet,Internet
2023-10-26 19:33:14,1500,Deposit,Lycamobile,Airtime
2023-10-26 19:37:10,11000,Deposit,UMEME Yaka,Utilities
2023-10-26 19:38:32,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 19:39:10,3000,Deposit,UMEME Yaka,Utilities
2023-10-26 19:40:15,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 19:41:05,270000,Withdraw,Airtel Money,Mobile Money
2023-10-26 19:42:33,1000,Deposit,Airtel Internet,Internet
2023-10-26 19:43:43,10000,Deposit,Airtel Money,Mobile Money
2023-10-26 19:45:26,20000,Withdraw,Airtel Money,Mobile Money
2023-10-26 19:47:44,1000,Deposit,UMEME Yaka,Utilities
2023-10-26 19:48:30,4000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 19:49:12,20000,Deposit,Airtel Money,Mobile Money
2023-10-26 19:50:03,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 19:50:49,3000,Deposit,UMEME Yaka,Utilities
2023-10-26 19:51:46,3000,Deposit,Airtel Money,Mobile Money
2023-10-26 19:55:16,1000,Deposit,MTN Uganda,Airtime
2023-10-26 20:00:51,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 20:02:15,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 20:02:59,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 20:03:34,1000,Deposit,MTN Uganda,Airtime
2023-10-26 20:09:01,2000,Deposit,Airtel Uganda,Airtime
2023-10-26 20:10:59,225000,Withdraw,Airtel Money,Mobile Money
2023-10-26 20:12:32,6000,Deposit,UMEME Yaka,Utilities
2023-10-26 20:15:40,17000,Withdraw,Airtel Money,Mobile Money
2023-10-26 20:18:06,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 20:18:52,20000,Deposit,Airtel Money,Mobile Money
2023-10-26 20:19:35,15000,Deposit,Lycamobile,Airtime
2023-10-26 20:21:50,1000,Deposit,UMEME Yaka,Utilities
2023-10-26 20:24:10,40000,Withdraw,Airtel Money,Mobile Money
2023-10-26 20:28:52,5000,Withdraw,Airtel Money,Mobile Money
2023-10-26 20:29:59,1000,Deposit,Airtel Uganda,Airtime
2023-10-26 20:30:39,63000,Withdraw,Airtel Money,Mobile Money
2023-10-26 20:31:34,500,Deposit,MTN Uganda,Airtime
2023-10-26 20:32:16,1000,Deposit,Airtel Uganda,Airtime
2023-10-26 20:33:36,5000,Withdraw,Airtel Money,Mobile Money
2023-10-26 20:35:48,1000,Deposit,Airtel Internet,Internet
2023-10-26 20:36:44,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 20:37:20,1000,Deposit,Airtel Internet,Internet
2023-10-26 20:38:44,1500,Deposit,Lycamobile,Airtime
2023-10-26 20:39:27,10000,Deposit,Airtel Money,Mobile Money
2023-10-26 20:40:05,1000,Deposit,MTN Uganda,Airtime
2023-10-26 20:40:56,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 20:44:56,77000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 20:45:31,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 20:46:08,125000,Withdraw,Airtel Money,Mobile Money
2023-10-26 20:48:41,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 20:49:33,1000,Deposit,Airtel Internet,Internet
2023-10-26 20:50:39,19000,Withdraw,Airtel Money,Mobile Money
2023-10-26 20:51:27,15000,Deposit,Lycamobile,Airtime
2023-10-26 20:54:09,15000,Deposit,Lycamobile,Airtime
2023-10-26 20:55:09,5000,Deposit,Airtel Internet,Internet
2023-10-26 20:55:56,15000,Deposit,Lycamobile,Airtime
2023-10-26 20:57:25,60000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 20:58:00,2000,Deposit,MTN Uganda,Airtime
2023-10-26 20:58:37,7000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 20:59:40,6000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-26 21:03:10,5000,Deposit,MTN Mobile Internet,Internet
2023-10-26 21:05:55,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 21:10:04,38000,Withdraw,Airtel Money,Mobile Money
2023-10-26 21:11:43,2000,Deposit,Airtel Internet,Internet
2023-10-26 21:12:17,1000,Deposit,Airtel Uganda,Airtime
2023-10-26 21:12:58,1000,Deposit,Airtel Internet,Internet
2023-10-26 21:15:34,15000,Deposit,Lycamobile,Airtime
2023-10-26 21:16:24,1000,Deposit,Lycamobile,Airtime
2023-10-26 21:17:27,20000,Deposit,UMEME Yaka,Utilities
2023-10-26 21:18:08,500,Deposit,Airtel Internet,Internet
2023-10-26 21:19:27,20000,Withdraw,Airtel Money,Mobile Money
2023-10-26 21:20:54,50000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 21:21:49,500,Deposit,Airtel Internet,Internet
2023-10-26 21:22:37,3000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 21:23:15,1000,Deposit,Airtel Money,Mobile Money
2023-10-26 21:26:18,11000,Deposit,UMEME Yaka,Utilities
2023-10-26 21:27:06,9000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 21:27:51,4300,Deposit,StarTimes TV,TV
2023-10-26 21:29:56,75650,Deposit,Tugende,Loans
2023-10-26 21:31:46,30000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 21:32:22,1500,Deposit,Lycamobile,Airtime
2023-10-26 21:33:06,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-26 21:43:39,1000,Deposit,UMEME Yaka,Utilities
2023-10-26 21:45:10,5000,Deposit,Airtel Internet,Internet
2023-10-26 21:47:21,10000,Deposit,UMEME Yaka,Utilities
2023-10-26 21:49:24,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 21:51:09,1000,Deposit,MTN Mobile Internet,Internet
2023-10-26 22:01:46,3000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 08:44:50,215000,Withdraw,Airtel Money,Mobile Money
2023-10-27 08:46:13,1500,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 08:47:20,1000,Deposit,Airtel Money,Mobile Money
2023-10-27 08:51:14,2000,Deposit,Airtel Uganda,Airtime
2023-10-27 08:52:59,12000,Deposit,Airtel Money,Mobile Money
2023-10-27 08:58:55,5000,Deposit,Airtel Uganda,Airtime
2023-10-27 09:04:30,1000,Deposit,Airtel Money,Mobile Money
2023-10-27 09:05:29,1000,Deposit,MTN Mobile Internet,Internet
2023-10-27 09:06:07,1000,Deposit,Airtel Internet,Internet
2023-10-27 09:07:44,123500,Deposit,URA,Taxes
2023-10-27 09:08:47,1000,Deposit,Airtel Internet,Internet
2023-10-27 09:10:32,1000,Deposit,Airtel Internet,Internet
2023-10-27 09:11:32,6000,Deposit,Airtel Internet,Internet
2023-10-27 09:22:32,150000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 09:25:03,1000,Deposit,MTN Mobile Internet,Internet
2023-10-27 09:25:56,1000,Deposit,MTN Uganda,Airtime
2023-10-27 09:26:59,1000,Deposit,Airtel Internet,Internet
2023-10-27 09:28:51,253950,Deposit,URA,Taxes
2023-10-27 09:30:58,50500,Deposit,MOGO,Loans
2023-10-27 09:38:30,14500,Withdraw,Airtel Money,Mobile Money
2023-10-27 09:49:11,43000,Deposit,Airtel Money,Mobile Money
2023-10-27 09:51:18,22000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 09:52:57,115000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 09:54:07,2000,Deposit,MTN Uganda,Airtime
2023-10-27 09:54:44,1000,Deposit,Airtel Uganda,Airtime
2023-10-27 10:01:29,15000,Deposit,Airtel Money,Mobile Money
2023-10-27 10:02:45,40000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 10:08:41,150000,Deposit,Airtel Money,Mobile Money
2023-10-27 10:24:01,15000,Deposit,Lycamobile,Airtime
2023-10-27 10:24:57,1000,Deposit,Airtel Money,Mobile Money
2023-10-27 10:26:02,5000,Withdraw,Airtel Money,Mobile Money
2023-10-27 10:27:09,5000,Deposit,MTN Mobile Internet,Internet
2023-10-27 10:29:10,10000,Deposit,Airtel Internet,Internet
2023-10-27 10:30:10,57000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 10:32:13,50000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 10:42:42,31000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 10:43:58,2000,Deposit,UMEME Yaka,Utilities
2023-10-27 10:46:07,1000,Deposit,Airtel Money,Mobile Money
2023-10-27 10:48:56,82000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 10:50:21,20000,Deposit,UMEME Yaka,Utilities
2023-10-27 10:51:18,1000,Deposit,MTN Uganda,Airtime
2023-10-27 10:52:15,2500,Deposit,UMEME Yaka,Utilities
2023-10-27 11:04:45,1000,Deposit,Airtel Internet,Internet
2023-10-27 11:12:50,10000,Deposit,Lycamobile,Airtime
2023-10-27 11:29:02,10000,Deposit,UMEME Yaka,Utilities
2023-10-27 11:30:02,20000,Deposit,UMEME Yaka,Utilities
2023-10-27 11:30:54,1000,Deposit,Airtel Money,Mobile Money
2023-10-27 11:31:59,25000,Withdraw,Airtel Money,Mobile Money
2023-10-27 11:33:08,5000,Deposit,UMEME Yaka,Utilities
2023-10-27 11:35:54,10000,Deposit,Airtel Money,Mobile Money
2023-10-27 11:37:00,2000,Deposit,Airtel Uganda,Airtime
2023-10-27 11:54:45,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 11:55:17,5000,Deposit,Airtel Money,Mobile Money
2023-10-27 11:55:55,30000,Withdraw,Airtel Money,Mobile Money
2023-10-27 11:57:30,10000,Deposit,UMEME Yaka,Utilities
2023-10-27 11:58:30,21000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 12:06:23,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 12:13:30,90000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 12:14:52,1000,Deposit,Airtel Internet,Internet
2023-10-27 12:20:21,14000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 12:32:03,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 12:35:11,5000,Deposit,UMEME Yaka,Utilities
2023-10-27 12:41:42,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 12:48:52,4500,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 12:50:20,1000,Deposit,Airtel Internet,Internet
2023-10-27 12:50:52,500,Deposit,Airtel Internet,Internet
2023-10-27 12:55:08,5000,Deposit,Airtel Uganda,Airtime
2023-10-27 13:03:21,6000,Withdraw,Airtel Money,Mobile Money
2023-10-27 13:04:05,500,Deposit,Airtel Internet,Internet
2023-10-27 13:15:42,11000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 13:16:42,5000,Deposit,UMEME Yaka,Utilities
2023-10-27 13:18:15,1000,Deposit,Airtel Uganda,Airtime
2023-10-27 13:24:38,11000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 13:25:53,2000,Deposit,MTN Uganda,Airtime
2023-10-27 13:27:44,500,Deposit,MTN Mobile Internet,Internet
2023-10-27 13:31:30,6000,Deposit,Airtel Money,Mobile Money
2023-10-27 13:32:43,5000,Deposit,UMEME Yaka,Utilities
2023-10-27 13:33:26,1000,Deposit,Airtel Money,Mobile Money
2023-10-27 13:36:21,2000,Deposit,Airtel Uganda,Airtime
2023-10-27 13:44:35,14400,Deposit,StarTimes TV,TV
2023-10-27 13:46:33,15000,Deposit,Lycamobile,Airtime
2023-10-27 13:48:26,1500,Deposit,StarTimes TV,TV
2023-10-27 13:51:52,120000,Withdraw,Airtel Money,Mobile Money
2023-10-27 13:53:35,50000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 13:54:32,500,Deposit,Airtel Internet,Internet
2023-10-27 13:59:37,2000,Deposit,Airtel Money,Mobile Money
2023-10-27 14:00:14,20000,Withdraw,Airtel Money,Mobile Money
2023-10-27 14:03:00,2000,Deposit,Airtel Internet,Internet
2023-10-27 14:10:11,2000,Deposit,MTN Uganda,Airtime
2023-10-27 14:13:01,5000,Deposit,UMEME Yaka,Utilities
2023-10-27 14:16:02,2500,Deposit,Airtel Money,Mobile Money
2023-10-27 14:19:46,88000,Withdraw,Airtel Money,Mobile Money
2023-10-27 14:21:06,30000,Withdraw,Airtel Money,Mobile Money
2023-10-27 14:25:56,87000,Withdraw,Airtel Money,Mobile Money
2023-10-27 14:27:54,40000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 14:29:43,4000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 14:35:54,15000,Deposit,Lycamobile,Airtime
2023-10-27 14:40:18,20000,Withdraw,Airtel Money,Mobile Money
2023-10-27 14:45:25,1000,Deposit,Airtel Internet,Internet
2023-10-27 14:51:32,11000,Deposit,Airtel Money,Mobile Money
2023-10-27 14:59:34,1500,Deposit,Lycamobile,Airtime
2023-10-27 15:00:08,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-27 15:02:34,5000,Deposit,Airtel Uganda,Airtime
2023-10-27 15:10:09,1000,Deposit,MTN Uganda,Airtime
2023-10-27 15:11:43,160000,Deposit,Airtel Money,Mobile Money
2023-10-27 15:12:35,20000,Deposit,Airtel Money,Mobile Money
2023-10-27 15:14:06,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 15:14:41,32000,Withdraw,Airtel Money,Mobile Money
2023-10-27 15:16:06,75000,Withdraw,Airtel Money,Mobile Money
2023-10-27 15:17:08,1000,Deposit,Airtel Internet,Internet
2023-10-27 15:17:53,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 15:20:31,2000,Deposit,MTN Mobile Internet,Internet
2023-10-27 15:24:11,20000,Deposit,Airtel Money,Mobile Money
2023-10-27 15:25:34,31000,Deposit,Airtel Money,Mobile Money
2023-10-27 15:26:23,175000,Withdraw,Airtel Money,Mobile Money
2023-10-27 15:28:54,1000,Deposit,Airtel Internet,Internet
2023-10-27 15:30:05,15000,Deposit,Lycamobile,Airtime
2023-10-27 15:30:54,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-27 15:32:55,34500,Deposit,Airtel Money,Mobile Money
2023-10-27 15:36:51,167300,Deposit,Airtel Money,Mobile Money
2023-10-27 15:42:19,52000,Deposit,Airtel Money,Mobile Money
2023-10-27 15:43:29,11000,Deposit,Airtel Money,Mobile Money
2023-10-27 15:47:02,120000,Withdraw,Airtel Money,Mobile Money
2023-10-27 15:51:26,165000,Deposit,Airtel Money,Mobile Money
2023-10-27 15:52:39,10000,Withdraw,Airtel Money,Mobile Money
2023-10-27 15:53:19,1000,Deposit,MTN Mobile Internet,Internet
2023-10-27 15:57:45,1000,Deposit,Airtel Money,Mobile Money
